;PC1;PC2;PC3;PC4;PC5;PC6;Campaign;Date
184;-1.960874126;-0.503844974;-0.588478761;0.53749959;-0.540728442;-0.119447929;EM-MW;2021-01-22 13:14:15
185;-3.062800818;-0.873439717;-0.593355758;0.311845951;-0.800182602;-0.210164262;EM-MW;2021-01-22 13:14:30
186;-2.913775573;-0.791213608;-0.626378003;0.276099728;-0.790955121;-0.317243554;EM-MW;2021-01-22 13:14:45
187;-1.741407072;-0.060915362;-0.898684563;0.220693662;-0.725101347;-0.204095711;EM-MW;2021-01-22 13:15:00
188;-1.329857108;0.118895257;-1.093726557;0.161683894;-0.687551443;-0.192096812;EM-MW;2021-01-22 13:15:15
189;-2.220675118;-0.374265426;-0.669770839;0.331896822;-0.727388011;-0.200387138;EM-MW;2021-01-22 13:15:30
190;-2.605809777;-0.384848023;-0.861511893;0.091053573;-0.772759058;-0.287763767;EM-MW;2021-01-22 13:15:45
191;-2.037784739;-0.135019849;-0.826683959;0.203200338;-0.71239475;-0.184767563;EM-MW;2021-01-22 13:16:00
192;-2.962393646;-0.648829508;-0.680554705;0.202604512;-0.767276212;-0.241212698;EM-MW;2021-01-22 13:16:15
193;-3.260819005;-0.685562212;-0.221561326;0.363983061;-0.66928291;-0.372247953;EM-MW;2021-01-22 13:16:30
194;-4.255772569;-1.017874147;-0.502215484;0.055978787;-0.794163337;-0.315741772;EM-MW;2021-01-22 13:16:45
195;-4.587612287;-1.290995106;0.259531594;0.494035957;-0.707245548;-0.517459966;EM-MW;2021-01-22 13:17:00
196;1.746639245;1.096564866;-1.594585712;0.455380836;-0.536566852;0.055298735;EM-MW;2021-01-22 13:17:15
197;-1.776379437;0.005688085;-0.73217454;0.267994437;-0.609934919;-0.206524845;EM-MW;2021-01-22 13:17:30
198;-1.332276669;-0.106236993;-0.882107418;0.352016649;-0.648806323;-0.181681662;EM-MW;2021-01-22 13:17:45
199;-4.434117022;-2.615645138;1.191175694;1.768984051;-0.554846694;0.201716025;EM-MW;2021-01-22 13:18:00
200;-1.274514043;-0.187019529;-0.805034632;0.510010275;-0.632940425;-0.005064032;EM-MW;2021-01-22 13:18:15
201;-4.355942104;-1.11351871;-0.021133624;0.292089255;-0.739382287;-0.477561984;EM-MW;2021-01-22 13:18:30
202;-1.961592951;-0.367371034;-0.65064523;0.418899153;-0.654317931;-0.174543768;EM-MW;2021-01-22 13:18:45
203;-0.936667918;0.069343946;-0.941665173;0.364591235;-0.651857788;-0.136229021;EM-MW;2021-01-22 13:19:00
204;-1.091901841;0.111723722;-1.10713959;0.221256409;-0.634654337;-0.110868917;EM-MW;2021-01-22 13:19:15
205;-1.14388791;-0.252162429;-0.662160761;0.658131455;-0.614777953;0.047518543;EM-MW;2021-01-22 13:19:30
206;-1.933126524;-1.298646801;0.301017821;1.470524005;-0.54656507;0.229736853;EM-MW;2021-01-22 13:19:45
207;-1.578410363;-0.099653889;-0.731101172;0.358258336;-0.618903761;-0.287489223;EM-MW;2021-01-22 13:20:00
208;-2.460932398;-0.24367279;-0.942272828;0.013560929;-0.720367575;-0.309085911;EM-MW;2021-01-22 13:20:15
209;-2.629893841;-0.43591666;-0.493019643;0.289866439;-0.643211679;-0.31722117;EM-MW;2021-01-22 13:20:30
210;-2.044696959;-0.923994895;-0.621828126;0.665303013;-0.705188812;0.053375745;EM-MW;2021-01-22 13:20:45
211;-0.742940237;-0.137027562;-0.83376712;0.648109273;-0.609644018;0.070560776;EM-MW;2021-01-22 13:21:00
212;-1.232870942;-0.191911725;-1.021354086;0.361715693;-0.659852621;-0.062318255;EM-MW;2021-01-22 13:21:15
213;-2.051827806;-0.368730329;-0.758168222;0.296782027;-0.661421197;-0.23716184;EM-MW;2021-01-22 13:21:30
214;-2.040018521;-0.268933129;-1.001990072;0.128482094;-0.686679505;-0.186981608;EM-MW;2021-01-22 13:21:45
215;0.140294165;-2.143075967;0.820792956;-0.669137653;-0.627344554;-0.032301564;KAA-HW1;2021-02-02 12:09:00
216;-0.998477765;-2.626429236;1.192627583;-0.566269979;-0.579125691;-0.012505684;KAA-HW1;2021-02-02 12:09:15
217;-0.963057933;-2.519763888;1.17690586;-0.617993294;-0.550336638;-0.074465434;KAA-HW1;2021-02-02 12:09:30
218;0.138979736;-2.274029272;1.006183376;-0.499876947;-0.501101258;0.025785013;KAA-HW1;2021-02-02 12:09:45
219;0.275994995;-2.200165936;0.985380559;-0.466115253;-0.496572189;0.041347639;KAA-HW1;2021-02-02 12:10:00
220;-1.809046435;-2.970856649;1.384492384;-0.610203652;-0.536335598;-0.115947153;KAA-HW1;2021-02-02 12:10:15
221;-0.771202965;-2.611327491;1.206024017;-0.520062863;-0.509739137;-0.026995732;KAA-HW1;2021-02-02 12:10:30
222;1.29159153;-1.930679138;0.935586266;-0.276688335;-0.363496961;0.125570429;KAA-HW1;2021-02-02 12:10:45
223;-1.497515019;-2.781159525;1.297221257;-0.639370744;-0.546260501;-0.131570758;KAA-HW1;2021-02-02 12:11:00
224;-1.65836033;-2.971554233;1.40641791;-0.542794049;-0.509482381;-0.101252884;KAA-HW1;2021-02-02 12:11:15
225;-0.399269109;-2.441064754;1.126712603;-0.513493158;-0.43287986;-0.06050838;KAA-HW1;2021-02-02 12:11:30
226;-2.25825151;-3.09560747;1.491425944;-0.615240942;-0.524771106;-0.205125935;KAA-HW1;2021-02-02 12:11:45
227;-0.946665911;-2.265428677;1.298725939;-0.533970328;-0.570187448;0.009649089;KAA-HW1;2021-02-02 12:12:00
228;-1.642697563;-2.893514964;1.344946697;-0.589803616;-0.517047178;-0.080712727;KAA-HW1;2021-02-02 12:12:15
229;0.329652988;-2.201434277;1.026136003;-0.43103324;-0.357026114;-2.85685E-05;KAA-HW1;2021-02-02 12:12:30
230;-2.284500439;-3.185796914;1.511121878;-0.595410089;-0.52945472;-0.123446633;KAA-HW1;2021-02-02 12:12:45
231;-2.139915836;-3.615072597;1.739439748;-0.092868377;-0.489979843;0.291113106;KAA-HW1;2021-02-02 12:13:00
232;-0.730871982;-2.584266719;1.331896754;-0.439441481;-0.398095363;-0.039206566;KAA-HW1;2021-02-02 12:13:15
233;0.369351007;-2.128956487;1.023070835;-0.431563668;-0.344207604;0.020751377;KAA-HW1;2021-02-02 12:13:30
234;-1.118522924;-2.600087112;1.543481225;-0.429188513;-0.354470622;-0.11509798;KAA-HW1;2021-02-02 12:13:45
235;1.20101262;-1.882661677;0.916771981;-0.377532276;-0.45645584;-0.016785192;KAA-HW1;2021-02-02 12:14:00
236;0.296981468;-2.027525041;0.895442261;-0.651542081;-0.508307094;-0.172845964;KAA-HW1;2021-02-02 12:14:15
237;0.818868594;-1.731692042;0.853047416;-0.587723776;-0.454460959;-0.09514033;KAA-HW1;2021-02-02 12:14:30
238;0.717492701;-1.60326051;0.648981255;-0.797319846;-0.515169533;-0.182267416;KAA-HW1;2021-02-02 12:14:45
239;-1.058218775;-2.622155287;1.27524791;-0.583027491;-0.502721569;-0.159888041;KAA-HW1;2021-02-02 12:15:00
240;-1.848562504;-2.854920673;1.319119188;-0.719636452;-0.571822041;-0.2736836;KAA-HW1;2021-02-02 12:15:15
241;0.731328229;-1.938228044;0.918720075;-0.48328008;-0.417280777;-0.055074573;KAA-HW1;2021-02-02 12:15:30
242;0.340677612;-2.122976285;1.049006552;-0.499282118;-0.391275;-0.140613278;KAA-HW1;2021-02-02 12:15:45
243;-0.378334679;-2.397110198;1.127103104;-0.566984978;-0.488645107;-0.131524519;KAA-HW1;2021-02-02 12:16:00
244;-0.677096059;-2.520226719;1.139844995;-0.580115013;-0.500492363;-0.111788861;KAA-HW1;2021-02-02 12:16:15
245;4.61578076;-0.68612612;0.470367474;-0.032514192;-0.118823664;0.229645096;KAA-HW1;2021-02-02 12:16:30
246;0.161006292;-2.038390079;0.956525816;-0.627740511;-0.440642635;-0.152919307;KAA-HW1;2021-02-02 12:16:45
247;-1.220717331;-2.712618042;1.251021987;-0.645631972;-0.531357747;-0.173470333;KAA-HW1;2021-02-02 12:17:00
248;0.144968282;-2.210629168;0.989439229;-0.558629827;-0.406528326;-0.077444016;KAA-HW1;2021-02-02 12:17:15
249;4.592931872;-0.552974988;0.237466706;-0.221633329;-0.116933195;0.182390847;KAA-HW1;2021-02-02 12:17:30
250;1.132271167;-1.935341436;0.896998691;-0.423440705;-0.346566912;-0.028808675;KAA-HW1;2021-02-02 12:17:45
251;-0.152351732;-2.406671893;0.98792217;-0.610053552;-0.46387845;-0.127794052;KAA-HW1;2021-02-02 12:18:00
252;1.552827887;-1.558203194;1.040781231;-0.340136683;-0.23678403;-0.116009068;KAA-HW1;2021-02-02 12:18:15
253;-1.556078616;-2.93948157;1.405156886;-0.577810782;-0.435597538;-0.187541911;KAA-HW1;2021-02-02 12:18:30
254;0.888780461;-1.936877154;1.041832637;-0.418441004;-0.419089669;-0.105698837;KAA-HW1;2021-02-02 12:18:45
255;3.924312783;0.342042057;-1.410359254;-0.188610676;0.942601477;-0.075636162;KAA-HW2;2021-02-11 11:42:00
256;3.196215463;-0.179086137;-1.082013065;-0.007685221;0.822223544;-0.146922352;KAA-HW2;2021-02-11 11:42:15
257;2.744285463;-0.399251058;-1.154605054;-0.074892782;0.815899344;-0.019963725;KAA-HW2;2021-02-11 11:42:30
258;3.184940725;0.012082059;-1.284227331;-0.173295411;0.91286143;-0.042628217;KAA-HW2;2021-02-11 11:42:45
259;4.001912586;0.080794506;-1.4168783;-0.018703662;0.910001231;0.009134166;KAA-HW2;2021-02-11 11:43:00
260;2.526007904;-0.487274734;-1.082390607;-0.040148806;0.825854352;0.005117917;KAA-HW2;2021-02-11 11:43:15
261;1.401970033;-0.776309712;-0.878560958;-0.147184127;0.798015719;-0.144544857;KAA-HW2;2021-02-11 11:43:30
262;2.712374197;-0.399798636;-0.448009919;0.399417072;0.968920641;-0.100816815;KAA-HW2;2021-02-11 11:43:45
263;0.5556859;-1.064196121;-0.701324939;-0.16660593;0.768695153;-0.183871409;KAA-HW2;2021-02-11 11:44:00
264;2.262845723;-0.532708931;-1.002924585;-0.03285617;0.82742993;-0.096899759;KAA-HW2;2021-02-11 11:44:15
265;1.476475034;-0.879393074;-0.71666698;0.021594549;0.809859783;-0.130345755;KAA-HW2;2021-02-11 11:44:30
266;4.720135563;0.404805788;-1.596334337;0.012461873;0.967388851;0.082414581;KAA-HW2;2021-02-11 11:44:45
267;-0.588382542;-1.692341009;-0.272689674;-0.065139911;0.778615416;-0.316624584;KAA-HW2;2021-02-11 11:45:00
268;-1.187133808;-1.823601437;-0.250042446;-0.142515532;0.70970966;-0.28530435;KAA-HW2;2021-02-11 11:45:15
269;4.629128355;0.237580153;-1.447029948;0.175504447;0.953938574;0.090511108;KAA-HW2;2021-02-11 11:45:30
270;-0.320603457;-1.445321916;-0.423123212;-0.103895958;0.782479629;-0.285217714;KAA-HW2;2021-02-11 11:45:45
271;1.139548754;-0.887113602;-0.713791239;-0.03101373;0.813728365;-0.139223772;KAA-HW2;2021-02-11 11:46:00
272;2.153509005;-0.758283367;-0.828299315;0.147103905;0.906494403;-0.076777612;KAA-HW2;2021-02-11 11:46:15
273;1.655456744;-0.82386852;-0.831269209;-0.013801929;0.903421734;-0.186236839;KAA-HW2;2021-02-11 11:46:30
274;3.56885128;-0.091524906;-1.131408826;0.120081718;1.005594934;-0.071452011;KAA-HW2;2021-02-11 11:46:45
275;4.736396793;0.413437268;-1.522240943;0.066514956;0.973163811;-0.031357483;KAA-HW2;2021-02-11 11:47:00
276;0.788488921;-1.05805061;-0.746372777;-0.160710124;0.851307056;-0.297288839;KAA-HW2;2021-02-11 11:47:15
277;1.539557632;-0.795873039;-0.881698454;-0.106500322;0.90220471;-0.211431039;KAA-HW2;2021-02-11 11:47:30
278;3.426894012;-0.14020982;-1.079122838;0.167228384;0.97657109;-0.06446129;KAA-HW2;2021-02-11 11:47:45
279;-1.509179391;-2.000886525;0.561700068;0.248720744;0.934649146;-0.50057957;KAA-HW2;2021-02-11 11:48:00
280;-0.565163695;-1.600359491;-0.095933013;0.028841909;0.910927128;-0.346917508;KAA-HW2;2021-02-11 11:48:15
281;-1.39899146;-2.025952597;2.463714267;1.377368959;1.459485701;-0.652939171;KAA-HW2;2021-02-11 11:48:30
282;-0.438289719;-1.536831376;-0.363852443;-0.112570028;0.874547764;-0.318435958;KAA-HW2;2021-02-11 11:49:00
283;-0.19361864;-1.381077914;-0.471554333;-0.105568802;0.85507853;-0.282494794;KAA-HW2;2021-02-11 11:49:15
284;1.635559189;-0.676253285;-0.829579089;-0.049286459;0.963296354;-0.181996688;KAA-HW2;2021-02-11 11:49:30
285;-0.615615254;-1.549038219;-0.463945728;-0.228329948;0.870788863;-0.330774545;KAA-HW2;2021-02-11 11:49:45
286;-0.036131733;-1.287356494;-0.431819092;-0.07296758;0.891898878;-0.305401996;KAA-HW2;2021-02-11 11:50:00
287;0.562836597;-1.1400235;-0.535911189;-0.080623615;0.979369769;-0.341661044;KAA-HW2;2021-02-11 11:50:15
288;4.199141927;0.205035953;-1.106341073;0.213455;1.143109511;-0.121955862;KAA-HW2;2021-02-11 11:50:30
289;1.278122833;-0.857200978;-0.573732459;0.034840115;1.03766939;-0.317928619;KAA-HW2;2021-02-11 11:50:45
290;0.503184016;-1.180578674;-0.50848251;-0.032284416;0.94892992;-0.312608188;KAA-HW2;2021-02-11 11:51:00
291;-0.619067904;-1.689468885;-0.276743979;-0.106960481;0.925012884;-0.443378637;KAA-HW2;2021-02-11 11:51:15
292;0.663760647;-1.283321738;-0.484680341;0.041184779;0.952540216;-0.287119125;KAA-HW2;2021-02-11 11:51:30
293;-0.654826712;-1.879589426;-0.765300186;-0.611606519;1.107602133;0.346021963;BR-HW;2021-02-12 11:21:00
294;-1.488619216;-2.235593643;-0.508856197;-0.613868809;1.063097716;0.203054489;BR-HW;2021-02-12 11:21:15
295;-2.136426685;-2.393276205;-0.476739042;-0.735209004;1.007000241;0.137519408;BR-HW;2021-02-12 11:21:30
296;-1.871878378;-2.351638003;-0.342143464;-0.57807741;1.141140678;0.253126558;BR-HW;2021-02-12 11:22:00
297;-0.702691428;-1.74662417;-0.702382125;-0.650874964;1.103169228;0.226721454;BR-HW;2021-02-12 11:22:15
298;-1.132061144;-1.991320146;-0.643419114;-0.666243159;1.058064299;0.135031434;BR-HW;2021-02-12 11:22:30
299;-1.613738816;-2.209539833;-0.562894843;-0.704946043;1.02929235;0.094678661;BR-HW;2021-02-12 11:22:45
300;-0.515587224;-1.848399204;-0.723374248;-0.592819537;1.13215536;0.212238543;BR-HW;2021-02-12 11:23:00
301;-2.030320305;-2.237220332;-0.533671048;-0.795026851;1.062666395;0.170459732;BR-HW;2021-02-12 11:23:15
302;-1.793727012;-2.359764425;-0.373592009;-0.609400512;0.906234369;0.181031055;BR-HW;2021-02-12 11:23:45
303;-2.223338058;-2.487311715;-0.161228525;-0.515798086;1.061751013;0.178665842;BR-HW;2021-02-12 11:24:00
304;-2.0319485;-2.175932701;-0.307697195;-0.661291699;1.020609137;0.047935655;BR-HW;2021-02-12 11:24:15
305;-1.108745938;-2.139253405;-0.503919565;-0.52058714;1.121355129;0.321126654;BR-HW;2021-02-12 11:24:30
306;-0.775786044;-2.117373261;-0.62421745;-0.526819422;1.089350618;0.295722521;BR-HW;2021-02-12 11:24:45
307;-0.578769938;-2.096024713;-0.527736849;-0.430706812;1.075209696;0.268700741;BR-HW;2021-02-12 11:25:00
308;-0.477173869;-1.902822124;-0.655697737;-0.517339233;1.136617768;0.277516108;BR-HW;2021-02-12 11:25:15
309;-0.870309475;-2.046035043;-0.609118446;-0.586918355;1.043891683;0.215535916;BR-HW;2021-02-12 11:25:30
310;0.106112424;-1.523344141;-0.753778375;-0.538687412;1.217434578;0.283098535;BR-HW;2021-02-12 11:25:45
311;-1.826762558;-2.342996058;-0.522544573;-0.70860766;1.029622138;0.205285325;BR-HW;2021-02-12 11:26:00
312;-0.385520145;-1.769000101;-0.792629566;-0.682369173;1.043823316;0.321026934;BR-HW;2021-02-12 11:26:15
313;-1.768189195;-2.48205208;-0.188898932;-0.46746775;0.93380428;0.071815729;BR-HW;2021-02-12 11:26:30
314;-1.842149363;-2.409946421;-0.25846541;-0.53125623;1.028086732;0.157008073;BR-HW;2021-02-12 11:26:45
315;-2.222000338;-2.521968112;-0.369731812;-0.689450121;0.959860124;0.154713551;BR-HW;2021-02-12 11:27:00
316;-1.299447553;-2.065654925;-0.53930506;-0.644500122;1.045215995;0.179006387;BR-HW;2021-02-12 11:27:15
317;-1.904549877;-2.299159847;-0.402042135;-0.670989329;0.96841779;0.134628341;BR-HW;2021-02-12 11:27:30
318;-1.071314093;-2.081455864;-0.531697623;-0.597593284;0.985206819;0.18879128;BR-HW;2021-02-12 11:27:45
319;-0.675686897;-2.010479104;-0.615474656;-0.571930636;0.993774624;0.157376115;BR-HW;2021-02-12 11:28:00
320;-0.374429981;-1.845255916;-0.566346403;-0.493416851;0.92721207;0.084802003;BR-HW;2021-02-12 11:28:15
321;-0.648827257;-2.013471239;-0.593848261;-0.517935096;0.992406114;0.21464562;BR-HW;2021-02-12 11:28:30
322;-1.20857343;-2.173564307;-0.183048602;-0.419739932;0.902110675;-0.000363185;BR-HW;2021-02-12 11:28:45
323;-1.044529037;-1.972220463;-0.563011781;-0.679881879;0.947793296;0.125211102;BR-HW;2021-02-12 11:29:00
324;-1.535973288;-2.087064686;-0.464440927;-0.685351417;0.998921465;0.117305519;BR-HW;2021-02-12 11:29:15
325;-1.687025875;-2.3359824;-0.407606123;-0.647693608;0.957801561;0.120600074;BR-HW;2021-02-12 11:29:30
326;-0.397544883;-1.840051841;-0.767451563;-0.620052468;1.013258927;0.145156499;BR-HW;2021-02-12 11:29:45
327;0.085038441;-1.750247946;-0.453714121;-0.357630419;1.047373845;0.09331473;BR-HW;2021-02-12 11:30:00
328;3.59359738;-1.191033436;0.41658039;-0.426285458;-0.506886702;0.387720303;EM-HW;2022-01-10 13:26:00
329;2.841660994;-1.242458653;0.719640046;-0.461211251;-0.409070749;0.284710998;EM-HW;2022-01-10 13:26:15
330;4.180193333;-0.718499281;0.039631632;-0.669577224;-0.452191364;0.343382353;EM-HW;2022-01-10 13:26:30
331;3.442602186;-1.107494257;0.782086068;-0.30791118;-0.363326819;0.284581131;EM-HW;2022-01-10 13:27:00
332;3.676390798;-0.830315092;0.134034607;-0.721071168;-0.478441961;0.322018327;EM-HW;2022-01-10 13:27:15
333;3.955135183;-0.826174073;0.354649161;-0.486557222;-0.348329189;0.35883026;EM-HW;2022-01-10 13:27:30
334;4.077900601;-0.946784622;0.101052034;-0.56695562;-0.420726739;0.428830496;EM-HW;2022-01-10 13:27:45
335;4.432463989;-0.72771967;3.019944483;1.091533643;0.400142463;0.009637654;EM-HW;2022-01-10 13:28:00
336;2.057017941;-1.622193507;1.768428401;0.042906272;-0.214076774;0.16285526;EM-HW;2022-01-10 13:28:15
337;3.020639612;-1.114893661;1.002893529;-0.317648297;-0.276424721;0.181365621;EM-HW;2022-01-10 13:28:30
338;3.164133304;-1.220585083;0.884965333;-0.285244634;-0.340511781;0.242584376;EM-HW;2022-01-10 13:28:45
339;2.449468785;-1.633489847;0.804706182;-0.371269653;-0.467569628;0.331806948;EM-HW;2022-01-10 13:29:00
340;3.547806223;-1.119791921;0.073492627;-0.662144057;-0.500747357;0.336967653;EM-HW;2022-01-10 13:29:15
341;3.661893798;-1.077888231;0.490108409;-0.403757319;-0.376230196;0.373627157;EM-HW;2022-01-10 13:29:30
342;3.951411754;-1.079502476;0.188516965;-0.529655659;-0.473466687;0.386256616;EM-HW;2022-01-10 13:29:45
343;2.365504426;-1.772862738;0.580364495;-0.474824433;-0.581361341;0.349491426;EM-HW;2022-01-10 13:30:00
344;3.642038807;-1.018472402;0.111606722;-0.657673308;-0.463785129;0.352553524;EM-HW;2022-01-10 13:30:15
345;3.930627697;-0.885513277;0.178866048;-0.612268055;-0.412054596;0.293816414;EM-HW;2022-01-10 13:30:30
346;4.3178704;-0.586007881;-0.023282817;-0.750289862;-0.393699037;0.281117111;EM-HW;2022-01-10 13:30:45
347;3.078121198;-1.135102342;0.886919811;-0.368706454;-0.266934762;0.188019741;EM-HW;2022-01-10 13:31:00
348;3.111390885;-1.203189106;1.44488362;-0.010343529;-0.100190648;0.190825095;EM-HW;2022-01-10 13:31:15
349;3.789274846;-1.068856216;0.105769547;-0.619096194;-0.44479743;0.359947918;EM-HW;2022-01-10 13:31:30
350;3.953552656;-0.555922708;0.133882484;-0.758999391;-0.285176451;0.246035027;EM-HW;2022-01-10 13:31:45
351;2.942608053;-1.415207721;0.730120847;-0.384398366;-0.378824801;0.24028696;EM-HW;2022-01-10 13:32:15
352;2.804545954;-1.115819628;0.406750522;-0.720691563;-0.40270288;0.161399821;EM-HW;2022-01-10 13:32:45
353;3.343043149;-1.090446036;0.288778058;-0.646991606;-0.453824257;0.233510799;EM-HW;2022-01-10 13:33:00
354;3.961929499;-0.774355477;0.213076939;-0.64271546;-0.324535798;0.249446604;EM-HW;2022-01-10 13:33:15
355;4.500535854;-0.618920254;0.119048867;-0.601316632;-0.292014435;0.26465942;EM-HW;2022-01-10 13:33:30
356;2.829659579;-1.29830154;0.528110743;-0.581973292;-0.386428054;0.246351365;EM-HW;2022-01-10 13:33:45
357;2.376903874;-1.550946991;1.325862875;-0.157459792;-0.283872228;0.12721629;EM-HW;2022-01-10 13:34:00
358;3.556631371;-1.01951542;0.158382781;-0.680264213;-0.395073065;0.260046167;EM-HW;2022-01-10 13:34:15
359;3.080520432;-1.296909608;1.545151188;0.062554359;-0.065865687;0.100425221;EM-HW;2022-01-10 13:34:30
360;2.89110188;-1.329257121;1.585740501;0.033636296;-0.144445391;0.074641841;EM-HW;2022-01-10 13:34:45
361;9.015514569;1.069039892;0.509738104;0.34814642;0.262959197;0.216509417;EM-HW;2022-01-10 13:35:00
362;3.132520737;-0.980756056;0.57987407;-0.616017858;-0.316536704;0.105439737;EM-HW;2022-01-10 13:35:15
363;3.581609275;-1.040880862;0.734696357;-0.320484143;-0.224473536;0.226741085;EM-HW;2022-01-10 13:35:30
364;3.769766455;-0.98960644;0.472766463;-0.44571329;-0.30422525;0.23303407;EM-HW;2022-01-10 13:35:45
